year	location_id	location_name	age_group_id	age_group_name_sorted	sex_id	sex_name	population_id	l1_cause_id	l1_cause_name	l2_cause_id	l2_cause_name	deaths_val	deaths_lower	deaths_upper	yll_val	yll_lower	yll_upper	deaths_present	yll_present
2000	6	China	5	01 to 04	1	male	2000--6--5--1	295	Communicable, maternal, neonatal, and nutritional diseases	344	Neglected tropical diseases and malaria	113.52454843065608	72.16015602588689	160.9889868294706	9765.087693930323	6207.00451521321	13847.729279050258	1	1
2000	6	China	5	01 to 04	1	male	2000--6--5--1	295	Communicable, maternal, neonatal, and nutritional diseases	386	Nutritional deficiencies	600.9214437133028	498.45264212031657	716.9885586204148	51690.504392612194	42876.08761773136	61675.04770806171	1	1
2000	6	China	5	01 to 04	1	male	2000--6--5--1	409	Non-communicable diseases	410	Neoplasms	4501.735370563531	3213.846962020051	5408.668521662026	387224.3790075514	276443.47576567065	465237.55114183226	1	1
2000	6	China	5	01 to 04	1	male	2000--6--5--1	409	Non-communicable diseases	491	Cardiovascular diseases	1266.1045300201038	1100.177927318002	1447.7112409293882	108906.5537777408	94633.85502592965	124528.09453531729	1	1
2000	6	China	5	01 to 04	1	male	2000--6--5--1	409	Non-communicable diseases	508	Chronic respiratory diseases	396.48465052660697	334.01716844556177	461.2499369771147	34104.50485407327	28731.327175189264	39675.5366416154	1	1
2000	6	China	5	01 to 04	1	male	2000--6--5--1	409	Non-communicable diseases	526	Digestive diseases	1225.2057045859267	1039.6500392564149	1440.5536672324802	105389.69814999278	89427.83762368375	123913.24209920928	1	1
2000	6	China	5	01 to 04	1	male	2000--6--5--1	409	Non-communicable diseases	542	Neurological disorders	645.5406526897627	527.3014111908471	753.7450795849722	55527.68415917863	45356.9666807985	64835.23033081488	1	1
2000	6	China	5	01 to 04	1	male	2000--6--5--1	409	Non-communicable diseases	558	Mental disorders	0.0	0.0	0.0	0.0	0.0	0.0	0	0
2000	6	China	5	01 to 04	1	male	2000--6--5--1	409	Non-communicable diseases	626	Musculoskeletal disorders	0.0	0.0	0.0	0.0	0.0	0.0	0	0
2000	6	China	5	01 to 04	1	male	2000--6--5--1	409	Non-communicable diseases	640	Other non-communicable diseases	8217.39819025339	6380.8944130883165	9695.462596521304	706830.685786643	548860.6207671175	833967.8753657772	1	1
2000	6	China	5	01 to 04	1	male	2000--6--5--1	409	Non-communicable diseases	653	Skin and subcutaneous diseases	65.04419546082967	20.894969783702848	83.6533371449917	5594.935919493449	1797.3067290040767	7195.67494848208	1	1
2000	6	China	5	01 to 04	1	male	2000--6--5--1	409	Non-communicable diseases	669	Sense organ diseases	0.0	0.0	0.0	0.0	0.0	0.0	0	0
2000	6	China	5	01 to 04	1	male	2000--6--5--1	687	Injuries	688	Transport injuries	5940.45417346367	4979.340354408984	8566.513424237519	510978.6774010987	428306.7304985824	736866.6994313182	1	1
2000	6	China	5	01 to 04	1	male	2000--6--5--1	687	Injuries	696	Unintentional injuries	22781.901721821705	19742.66488088875	25731.64711689953	1959627.6245715609	1698200.8433991466	2213354.269367323	1	1
2000	6	China	5	01 to 04	1	male	2000--6--5--1	687	Injuries	717	Self-harm and interpersonal violence	750.7586369619657	621.4640093182379	890.5172043433889	64578.32425717933	53456.78303037168	76600.03438814501	1	1
2000	6	China	5	01 to 04	1	male	2000--6--5--1	295	Communicable, maternal, neonatal, and nutritional diseases	955	HIV/AIDS and sexually transmitted infections	277.95124008253526	207.4337669925713	347.50940763515814	23908.81002851787	17843.05578661999	29892.213066450047	1	1
2000	6	China	5	01 to 04	1	male	2000--6--5--1	295	Communicable, maternal, neonatal, and nutritional diseases	956	Respiratory infections and tuberculosis	12510.53920226716	10984.878684938809	14104.73654574956	1076138.10918196	944903.1209694092	1213267.516518357	1	1
2000	6	China	5	01 to 04	1	male	2000--6--5--1	295	Communicable, maternal, neonatal, and nutritional diseases	957	Enteric infections	3151.8465433765746	2687.6582577176714	3689.033304842786	271119.6036121491	231189.9550791962	317329.1597028975	1	1
2000	6	China	5	01 to 04	1	male	2000--6--5--1	295	Communicable, maternal, neonatal, and nutritional diseases	961	Other infectious diseases	6713.736699629345	4546.483467289335	10444.840444692394	577498.4845684045	391075.9465959654	898438.5388739519	1	1
2000	6	China	5	01 to 04	1	male	2000--6--5--1	295	Communicable, maternal, neonatal, and nutritional diseases	962	Maternal and neonatal disorders	488.6785530712569	419.9328904296833	568.3167376423247	42034.58104470663	36121.245073160426	48884.76204231137	1	1
2000	6	China	5	01 to 04	1	male	2000--6--5--1	409	Non-communicable diseases	973	Substance use disorders	0.0	0.0	0.0	0.0	0.0	0.0	1	1
2000	6	China	5	01 to 04	1	male	2000--6--5--1	409	Non-communicable diseases	974	Diabetes and kidney diseases	313.80490219244496	270.000501353766	359.29231911552864	26992.76868031031	23224.730971716344	30905.2756957346	1	1
2000	6	China	5	01 to 04	2	female	2000--6--5--2	295	Communicable, maternal, neonatal, and nutritional diseases	344	Neglected tropical diseases and malaria	113.67791314112743	66.24919743184577	176.43964876840292	9778.184948424789	5698.496131600743	15176.657490689036	1	1
2000	6	China	5	01 to 04	2	female	2000--6--5--2	295	Communicable, maternal, neonatal, and nutritional diseases	386	Nutritional deficiencies	784.5875742792925	653.80733816066	933.2662590569416	67487.76325726854	56238.49000547669	80276.75666600573	1	1
2000	6	China	5	01 to 04	2	female	2000--6--5--2	409	Non-communicable diseases	410	Neoplasms	4154.476639355771	3509.461667684178	4777.867344175123	357350.81260066247	301868.89528272976	410972.9341568878	1	1
2000	6	China	5	01 to 04	2	female	2000--6--5--2	409	Non-communicable diseases	491	Cardiovascular diseases	1175.444307905395	1005.6042339187064	1353.9410481875736	101107.02810403552	86498.20752180203	116460.92132484014	1	1
2000	6	China	5	01 to 04	2	female	2000--6--5--2	409	Non-communicable diseases	508	Chronic respiratory diseases	200.6060058341412	161.1858011930118	298.2692304324847	17255.39100083655	13864.582600286478	25656.018225336004	1	1
2000	6	China	5	01 to 04	2	female	2000--6--5--2	409	Non-communicable diseases	526	Digestive diseases	1140.8692210242607	961.2186700150794	1331.3312088438336	98133.61470594698	82680.55380909092	114516.76110007682	1	1
2000	6	China	5	01 to 04	2	female	2000--6--5--2	409	Non-communicable diseases	542	Neurological disorders	553.1211431340257	418.2937493223597	661.9707000922297	47577.39378024944	35979.86367817606	56940.35397551369	1	1
2000	6	China	5	01 to 04	2	female	2000--6--5--2	409	Non-communicable diseases	558	Mental disorders	0.0	0.0	0.0	0.0	0.0	0.0	0	0
2000	6	China	5	01 to 04	2	female	2000--6--5--2	409	Non-communicable diseases	626	Musculoskeletal disorders	0.0	0.0	0.0	0.0	0.0	0.0	0	0
2000	6	China	5	01 to 04	2	female	2000--6--5--2	409	Non-communicable diseases	640	Other non-communicable diseases	8371.211785371948	6808.503788628008	9814.666407811965	720055.7809088863	585638.0299941893	844215.529023042	1	1
2000	6	China	5	01 to 04	2	female	2000--6--5--2	409	Non-communicable diseases	653	Skin and subcutaneous diseases	80.18291544320401	28.735851590956145	100.0636147150541	6897.038781339124	2471.739834467243	8607.10595823323	1	1
2000	6	China	5	01 to 04	2	female	2000--6--5--2	409	Non-communicable diseases	669	Sense organ diseases	0.0	0.0	0.0	0.0	0.0	0.0	0	0
2000	6	China	5	01 to 04	2	female	2000--6--5--2	687	Injuries	688	Transport injuries	4300.923856167682	3725.2372671748913	4945.228124620455	369947.5237358733	320430.8397948524	425367.567036823	1	1
2000	6	China	5	01 to 04	2	female	2000--6--5--2	687	Injuries	696	Unintentional injuries	15707.172609117357	13801.389101844064	17547.460267005506	1351067.437521936	1187139.253642914	1509361.8937326812	1	1
2000	6	China	5	01 to 04	2	female	2000--6--5--2	687	Injuries	717	Self-harm and interpersonal violence	711.0847133477087	589.7008196535631	842.1226871140504	61164.82103434926	50723.89983754806	72436.25299422917	1	1
2000	6	China	5	01 to 04	2	female	2000--6--5--2	295	Communicable, maternal, neonatal, and nutritional diseases	955	HIV/AIDS and sexually transmitted infections	249.9490715859276	180.9536268412345	319.759978840042	21499.64015444001	15564.92144449448	27504.51003806859	1	1
